CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10955044	Inhibition					Active		0	BAO_0000376			829166	CHEMBL2059988	B	Inhibition of HDAC2 in human MDA-MB-231 cells assessed as inhibition of H4 deacetylation at 50 uM after 24 hrs by Western blot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025	325	CHEMBL3307960	MDA-MB-231
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954404	Ratio IC50	=	2.6					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954399	Ratio IC50	=	4.9					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954401	Ratio IC50	=	3.5					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954403	Ratio IC50	=	5.2					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057820	1353575	CHEMBL2057820	1353575		2a	492.53	5.43	143.19	1	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954406	Ratio IC50	=	3.8					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954407	Ratio IC50	=	6.4					0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10954409	Ratio IC50					Not Determined		0	BAO_0000179			829156	CHEMBL2059978	B	Ratio of IC50 for human HDAC2 preincubated for 3 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954412	Ratio IC50	=	24					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954414	Ratio IC50	=	7.5					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954416	Ratio IC50	=	41					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954417	Ratio IC50	=	23					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057820	1353575	CHEMBL2057820	1353575		2a	492.53	5.43	143.19	1	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954419	Ratio IC50	=	12					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954420	Ratio IC50	=	20					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10954422	Ratio IC50	=	.77					0	BAO_0000179			829157	CHEMBL2059979	B	Ratio of IC50 for human HDAC2 preincubated for 24 hrs to IC50 for human HDAC2 preincubated for 5 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954449	Inhibition					tde		0	BAO_0000376			829163	CHEMBL2059985	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954451	Inhibition					tde		0	BAO_0000376			829163	CHEMBL2059985	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954453	Inhibition					tde		0	BAO_0000376			829163	CHEMBL2059985	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954454	Inhibition					tde		0	BAO_0000376			829163	CHEMBL2059985	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057820	1353575	CHEMBL2057820	1353575		2a	492.53	5.43	143.19	1	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954289	IC50	=	1000	nM	6			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2012815	1333878	CHEMBL2012815	1333878		15	578.74	3.85	133.47	1	CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O	10839294	IC50	=	290	nM	6.54			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	812549	CHEMBL2014424	B	Inhibition of recombinant human HDAC2 using Fluor-de-Lys as substrate after 30 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	61427	CHEMBL2010669		ACS Med. Chem. Lett.	2011	2	9	703			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	2, SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10839295	IC50	=	66	nM	7.18			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	812549	CHEMBL2014424	B	Inhibition of recombinant human HDAC2 using Fluor-de-Lys as substrate after 30 mins by spectrophotometry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	61427	CHEMBL2010669		ACS Med. Chem. Lett.	2011	2	9	703			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954269	IC50	=	5130	nM	5.29			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954271	IC50	=	18000	nM	4.74			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954273	IC50	=	34000	nM	4.47			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954274	IC50	=	17000	nM	4.77			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057820	1353575	CHEMBL2057820	1353575		2a	492.53	5.43	143.19	1	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954276	IC50	=	3800	nM	5.42			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954277	IC50	=	7000	nM	5.15			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10954279	IC50	=	200	nM	6.7			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829146	CHEMBL2059968	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 5 mins measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954282	IC50	=	1050	nM	5.98			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954284	IC50	=	5200	nM	5.28			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057827	1353582	CHEMBL2057827	1353582		1e	414.42	4.82	163.85	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3ccccc3	10954286	IC50	=	6500	nM	5.19			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057828	1353583	CHEMBL2057828	1353583		1f	420.45	4.78	192.09	0	Nc1ccc(cc1NC(=O)c2ccc(OCCN=[N+]=[N-])c(c2)N=[N+]=[N-])c3cccs3	10954287	IC50	=	6600	nM	5.18			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057821	1353576	CHEMBL2057821	1353576		2b	547.57	6.13	192.95	2	Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c4ccccc4	10954290	IC50	=	1100	nM	5.96			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL98	11305	CHEMBL98	11305	VORINOSTAT	SAHA	264.32	2.01	78.43	0	ONC(=O)CCCCCCC(=O)Nc1ccccc1	10954292	IC50					Not Determined		0	BAO_0000190			829147	CHEMBL2059969	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 3 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057823	1353578	CHEMBL2057823	1353578		1a	329.36	4.08	104.87	0	Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	10954295	IC50	=	210	nM	6.68			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
CHEMBL2057825	1353580	CHEMBL2057825	1353580		1c	390.42	4.73	182.86	0	Nc1ccc(cc1NC(=O)c2cc(CN=[N+]=[N-])cc(c2)N=[N+]=[N-])c3cccs3	10954297	IC50	=	2400	nM	5.62			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	829148	CHEMBL2059970	B	Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62629	CHEMBL2057127	22771007	Bioorg. Med. Chem. Lett.	2012	22	15	5025			
